"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19"
48.560,0.63,-0.05,-0.22,48.560,0.63,-0.05,-0.18,48.560,0.62,-0.04,0.17,48.560,0.62,-0.05,-0.14,48.560,0.63,0.03,-0.36,48.560,0.62,0.05,-0.12,48.560,0.63,0.02,-0.38,48.560,0.61,0.00,0.44,48.560,0.62,-0.03,0.13,48.560,0.62,0.05,0.00,48.560,0.62,-0.04,-0.13,48.560,0.61,-0.02,0.39,48.560,0.62,-0.05,0.02,48.560,0.63,0.04,-0.10,48.560,0.62,0.03,0.28,48.560,0.62,-0.04,0.15,48.560,0.62,-0.05,-0.08,48.560,0.62,0.06,0.17,48.560,0.62,-0.03,0.14
48.600,0.63,-0.06,-0.11,48.600,0.62,-0.06,-0.07,48.600,0.62,-0.03,0.24,48.600,0.62,-0.05,-0.05,48.600,0.63,0.01,-0.42,48.600,0.63,0.04,-0.08,48.600,0.63,0.01,-0.38,48.600,0.61,0.02,0.46,48.600,0.62,-0.03,0.15,48.600,0.62,0.04,-0.10,48.600,0.62,-0.05,-0.04,48.600,0.61,0.00,0.39,48.600,0.62,-0.04,0.14,48.600,0.63,0.04,-0.20,48.600,0.62,0.04,0.22,48.600,0.62,-0.03,0.25,48.600,0.62,-0.06,0.00,48.600,0.62,0.06,0.05,48.600,0.62,-0.02,0.23
48.640,0.62,-0.06,-0.03,48.640,0.62,-0.06,0.03,48.640,0.61,-0.02,0.27,48.640,0.62,-0.05,0.05,48.640,0.63,-0.01,-0.38,48.640,0.63,0.04,-0.11,48.640,0.63,-0.01,-0.37,48.640,0.61,0.04,0.37,48.640,0.62,-0.02,0.22,48.640,0.63,0.03,-0.13,48.640,0.62,-0.05,0.12,48.640,0.61,0.01,0.38,48.640,0.62,-0.03,0.23,48.640,0.63,0.03,-0.34,48.640,0.62,0.04,0.16,48.640,0.62,-0.01,0.16,48.640,0.62,-0.05,0.11,48.640,0.62,0.06,-0.06,48.640,0.61,-0.01,0.34
48.680,0.62,-0.06,0.06,48.680,0.62,-0.05,0.12,48.680,0.61,-0.01,0.29,48.680,0.62,-0.05,0.15,48.680,0.63,-0.02,-0.29,48.680,0.63,0.04,-0.25,48.680,0.63,-0.02,-0.36,48.680,0.62,0.05,0.20,48.680,0.61,-0.01,0.34,48.680,0.63,0.03,-0.10,48.680,0.62,-0.04,0.27,48.680,0.61,0.03,0.35,48.680,0.62,-0.02,0.23,48.680,0.63,0.01,-0.44,48.680,0.62,0.05,0.07,48.680,0.62,-0.01,-0.01,48.680,0.62,-0.05,0.22,48.680,0.63,0.06,-0.17,48.680,0.61,0.01,0.37
48.720,0.62,-0.06,0.15,48.720,0.62,-0.05,0.21,48.720,0.61,0.01,0.29,48.720,0.62,-0.04,0.23,48.720,0.63,-0.03,-0.22,48.720,0.63,0.02,-0.37,48.720,0.63,-0.04,-0.33,48.720,0.62,0.05,0.06,48.720,0.62,0.01,0.38,48.720,0.63,0.03,-0.15,48.720,0.62,-0.02,0.34,48.720,0.61,0.04,0.30,48.720,0.62,-0.01,0.19,48.720,0.63,-0.01,-0.46,48.720,0.62,0.05,-0.03,48.720,0.62,-0.02,0.01,48.720,0.61,-0.04,0.32,48.720,0.63,0.05,-0.26,48.720,0.62,0.02,0.31
48.760,0.62,-0.05,0.24,48.760,0.61,-0.04,0.30,48.760,0.61,0.02,0.27,48.760,0.61,-0.03,0.30,48.760,0.63,-0.03,-0.19,48.760,0.63,0.00,-0.41,48.760,0.63,-0.05,-0.26,48.760,0.62,0.05,-0.01,48.760,0.62,0.03,0.32,48.760,0.63,0.02,-0.29,48.760,0.62,-0.01,0.36,48.760,0.62,0.05,0.21,48.760,0.62,-0.01,0.20,48.760,0.63,-0.03,-0.40,48.760,0.62,0.05,-0.13,48.760,0.62,-0.02,0.23,48.760,0.61,-0.02,0.37,48.760,0.63,0.04,-0.34,48.760,0.62,0.03,0.22
48.800,0.61,-0.04,0.32,48.800,0.61,-0.02,0.36,48.800,0.62,0.03,0.24,48.800,0.61,-0.02,0.34,48.800,0.63,-0.04,-0.17,48.800,0.63,-0.01,-0.41,48.800,0.63,-0.06,-0.14,48.800,0.62,0.05,-0.05,48.800,0.62,0.03,0.21,48.800,0.63,0.00,-0.36,48.800,0.61,0.00,0.36,48.800,0.62,0.06,0.10,48.800,0.62,-6.10E-4,0.25,48.800,0.63,-0.04,-0.31,48.800,0.63,0.04,-0.20,48.800,0.62,0.00,0.39,48.800,0.61,0.00,0.38,48.800,0.63,0.02,-0.38,48.800,0.62,0.04,0.15
48.840,0.61,-0.02,0.37,48.840,0.61,-0.01,0.38,48.840,0.62,0.04,0.18,48.840,0.61,0.00,0.36,48.840,0.62,-0.05,-0.11,48.840,0.63,-0.02,-0.43,48.840,0.62,-0.06,0.02,48.840,0.63,0.05,-0.11,48.840,0.62,0.04,0.11,48.840,0.63,-0.01,-0.29,48.840,0.62,0.02,0.30,48.840,0.62,0.06,0.00,48.840,0.62,0.01,0.32,48.840,0.63,-0.05,-0.19,48.840,0.63,0.03,-0.26,48.840,0.62,0.02,0.36,48.840,0.61,0.01,0.37,48.840,0.63,0.00,-0.40,48.840,0.62,0.04,0.07
48.880,0.61,-0.01,0.39,48.880,0.61,0.01,0.37,48.880,0.62,0.04,0.11,48.880,0.61,0.01,0.36,48.880,0.62,-0.05,-0.02,48.880,0.63,-0.05,-0.41,48.880,0.62,-0.06,0.16,48.880,0.63,0.04,-0.19,48.880,0.62,0.04,0.02,48.880,0.63,-0.02,-0.20,48.880,0.62,0.03,0.19,48.880,0.62,0.06,-0.11,48.880,0.62,0.02,0.36,48.880,0.62,-0.06,-0.09,48.880,0.63,0.02,-0.29,48.880,0.62,0.03,0.22,48.880,0.61,0.03,0.34,48.880,0.63,-0.01,-0.39,48.880,0.62,0.05,-0.02
48.920,0.61,0.01,0.39,48.920,0.61,0.02,0.34,48.920,0.62,0.05,0.02,48.920,0.61,0.03,0.32,48.920,0.62,-0.05,0.09,48.920,0.63,-0.06,-0.23,48.920,0.62,-0.05,0.29,48.920,0.63,0.04,-0.27,48.920,0.62,0.04,-0.06,48.920,0.63,-0.03,-0.18,48.920,0.62,0.04,0.07,48.920,0.63,0.05,-0.21,48.920,0.62,0.04,0.29,48.920,0.62,-0.06,0.00,48.920,0.63,0.01,-0.27,48.920,0.62,0.04,0.10,48.920,0.61,0.04,0.28,48.920,0.63,-0.03,-0.36,48.920,0.62,0.04,-0.10
48.960,0.61,0.02,0.36,48.960,0.61,0.04,0.29,48.960,0.62,0.05,-0.07,48.960,0.62,0.04,0.26,48.960,0.62,-0.05,0.19,48.960,0.62,-0.07,-0.02,48.960,0.62,-0.03,0.37,48.960,0.63,0.02,-0.35,48.960,0.62,0.04,-0.12,48.960,0.63,-0.04,-0.17,48.960,0.62,0.04,0.03,48.960,0.63,0.04,-0.34,48.960,0.62,0.06,0.09,48.960,0.62,-0.06,0.09,48.960,0.63,-0.01,-0.22,48.960,0.62,0.04,0.01,48.960,0.62,0.05,0.20,48.960,0.63,-0.04,-0.29,48.960,0.63,0.04,-0.17
49.000,0.61,0.04,0.31,49.000,0.62,0.05,0.21,49.000,0.62,0.04,-0.15,49.000,0.62,0.05,0.18,49.000,0.62,-0.04,0.27,49.000,0.62,-0.06,0.07,49.000,0.61,-0.02,0.35,49.000,0.63,0.01,-0.43,49.000,0.63,0.03,-0.18,49.000,0.62,-0.04,-0.11,49.000,0.62,0.04,0.02,49.000,0.63,0.03,-0.46,49.000,0.62,0.05,-0.13,49.000,0.62,-0.05,0.18,49.000,0.63,-0.01,-0.23,49.000,0.62,0.04,-0.05,49.000,0.62,0.06,0.11,49.000,0.63,-0.05,-0.20,49.000,0.63,0.03,-0.22
49.040,0.62,0.05,0.23,49.040,0.62,0.05,0.11,49.040,0.63,0.03,-0.21,49.040,0.62,0.05,0.09,49.040,0.61,-0.02,0.32,49.040,0.62,-0.06,0.10,49.040,0.62,0.00,0.27,49.040,0.63,-0.01,-0.46,49.040,0.63,0.02,-0.23,49.040,0.62,-0.05,-0.02,49.040,0.62,0.04,-0.02,49.040,0.63,0.00,-0.51,49.040,0.62,0.04,-0.20,49.040,0.62,-0.04,0.27,49.040,0.63,-0.02,-0.30,49.040,0.62,0.04,-0.11,49.040,0.62,0.06,0.01,49.040,0.62,-0.06,-0.11,49.040,0.63,0.02,-0.26
49.080,0.62,0.06,0.13,49.080,0.62,0.06,0.02,49.080,0.63,0.02,-0.27,49.080,0.62,0.05,-0.01,49.080,0.61,-0.01,0.35,49.080,0.62,-0.06,0.21,49.080,0.61,0.00,0.23,49.080,0.63,-0.03,-0.40,49.080,0.63,0.01,-0.27,49.080,0.62,-0.04,0.07,49.080,0.62,0.04,-0.10,49.080,0.63,-0.02,-0.46,49.080,0.62,0.03,-0.15,49.080,0.61,-0.03,0.32,49.080,0.63,-0.04,-0.33,49.080,0.63,0.03,-0.17,49.080,0.62,0.06,-0.09,49.080,0.62,-0.06,-0.02,49.080,0.63,0.01,-0.28
49.120,0.62,0.06,0.04,49.120,0.62,0.05,-0.07,49.120,0.63,0.01,-0.30,49.120,0.62,0.05,-0.10,49.120,0.61,0.00,0.35,49.120,0.61,-0.04,0.41,49.120,0.62,0.01,0.27,49.120,0.63,-0.05,-0.24,49.120,0.63,0.00,-0.28,49.120,0.62,-0.04,0.13,49.120,0.63,0.03,-0.17,49.120,0.63,-0.03,-0.32,49.120,0.63,0.03,-0.12,49.120,0.61,-0.01,0.35,49.120,0.62,-0.05,-0.20,49.120,0.63,0.02,-0.23,49.120,0.63,0.05,-0.20,49.120,0.62,-0.06,0.08,49.120,0.63,0.00,-0.28
49.160,0.62,0.06,-0.03,49.160,0.62,0.05,-0.17,49.160,0.63,0.00,-0.31,49.160,0.63,0.05,-0.19,49.160,0.61,0.02,0.34,49.160,0.61,-0.02,0.53,49.160,0.62,0.03,0.33,49.160,0.63,-0.05,-0.11,49.160,0.63,-0.01,-0.25,49.160,0.62,-0.03,0.18,49.160,0.63,0.02,-0.21,49.160,0.63,-0.04,-0.21,49.160,0.63,0.02,-0.13,49.160,0.61,-6.71E-4,0.37,49.160,0.62,-0.05,-0.04,49.160,0.63,0.01,-0.27,49.160,0.63,0.04,-0.30,49.160,0.62,-0.05,0.19,49.160,0.63,-0.01,-0.26
49.200,0.63,0.06,-0.08,49.200,0.63,0.04,-0.26,49.200,0.63,-0.01,-0.29,49.200,0.63,0.04,-0.25,49.200,0.61,0.03,0.29,49.200,0.61,0.00,0.46,49.200,0.62,0.04,0.31,49.200,0.62,-0.05,-0.04,49.200,0.63,-0.02,-0.18,49.200,0.62,-0.02,0.26,49.200,0.63,0.01,-0.24,49.200,0.63,-0.05,-0.14,49.200,0.63,0.02,-0.17,49.200,0.61,0.01,0.36,49.200,0.62,-0.05,0.08,49.200,0.63,-1.94E-4,-0.28,49.200,0.63,0.03,-0.35,49.200,0.61,-0.04,0.30,49.200,0.63,-0.02,-0.24
49.240,0.63,0.05,-0.18,49.240,0.63,0.03,-0.32,49.240,0.63,-0.03,-0.25,49.240,0.63,0.02,-0.31,49.240,0.62,0.04,0.22,49.240,0.61,0.02,0.30,49.240,0.62,0.05,0.17,49.240,0.62,-0.05,0.00,49.240,0.63,-0.02,-0.11,49.240,0.61,-0.01,0.34,49.240,0.63,0.00,-0.25,49.240,0.62,-0.05,-0.09,49.240,0.63,0.01,-0.23,49.240,0.61,0.03,0.33,49.240,0.62,-0.05,0.16,49.240,0.63,-0.01,-0.26,49.240,0.63,0.01,-0.37,49.240,0.61,-0.03,0.38,49.240,0.63,-0.03,-0.20
49.280,0.63,0.05,-0.33,49.280,0.63,0.01,-0.35,49.280,0.63,-0.03,-0.19,49.280,0.63,0.01,-0.35,49.280,0.62,0.05,0.15,49.280,0.61,0.02,0.18,49.280,0.62,0.06,-0.03,49.280,0.62,-0.05,0.06,49.280,0.62,-0.03,-0.09,49.280,0.61,0.00,0.37,49.280,0.63,-0.01,-0.24,49.280,0.62,-0.06,0.01,49.280,0.63,-7.46E-4,-0.32,49.280,0.62,0.04,0.26,49.280,0.62,-0.04,0.23,49.280,0.63,-0.02,-0.23,49.280,0.63,-0.01,-0.37,49.280,0.61,-0.01,0.40,49.280,0.62,-0.04,-0.13
49.320,0.63,0.03,-0.46,49.320,0.63,-6.18E-5,-0.36,49.320,0.62,-0.04,-0.12,49.320,0.63,0.00,-0.36,49.320,0.62,0.05,0.12,49.320,0.62,0.03,0.19,49.320,0.62,0.05,-0.16,49.320,0.62,-0.05,0.15,49.320,0.62,-0.03,-0.12,49.320,0.61,0.02,0.28,49.320,0.63,-0.02,-0.22,49.320,0.62,-0.05,0.15,49.320,0.63,-0.02,-0.39,49.320,0.62,0.05,0.19,49.320,0.62,-0.03,0.30,49.320,0.63,-0.03,-0.18,49.320,0.63,-0.02,-0.34,49.320,0.61,0.00,0.39,49.320,0.62,-0.05,-0.05
49.360,0.63,0.00,-0.49,49.360,0.63,-0.01,-0.35,49.360,0.62,-0.04,-0.04,49.360,0.63,-0.02,-0.34,49.360,0.62,0.06,0.07,49.360,0.62,0.04,0.25,49.360,0.63,0.04,-0.18,49.360,0.62,-0.04,0.24,49.360,0.62,-0.04,-0.10,49.360,0.62,0.03,0.18,49.360,0.63,-0.03,-0.18,49.360,0.62,-0.04,0.25,49.360,0.63,-0.04,-0.37,49.360,0.62,0.06,0.13,49.360,0.61,-0.01,0.33,49.360,0.62,-0.04,-0.13,49.360,0.63,-0.03,-0.30,49.360,0.61,0.02,0.37,49.360,0.62,-0.05,0.05
49.400,0.63,-0.02,-0.44,49.400,0.63,-0.03,-0.32,49.400,0.62,-0.04,0.03,49.400,0.63,-0.03,-0.28,49.400,0.63,0.06,-0.09,49.400,0.62,0.05,0.24,49.400,0.63,0.03,-0.13,49.400,0.61,-0.03,0.31,49.400,0.62,-0.04,0.00,49.400,0.62,0.03,0.19,49.400,0.62,-0.03,-0.12,49.400,0.62,-0.03,0.23,49.400,0.63,-0.05,-0.24,49.400,0.62,0.06,0.01,49.400,0.61,-6.09E-4,0.33,49.400,0.62,-0.04,-0.06,49.400,0.63,-0.04,-0.23,49.400,0.61,0.03,0.33,49.400,0.62,-0.04,0.13
49.440,0.63,-0.03,-0.38,49.440,0.63,-0.04,-0.26,49.440,0.62,-0.04,0.10,49.440,0.63,-0.04,-0.22,49.440,0.63,0.06,-0.34,49.440,0.62,0.06,0.14,49.440,0.63,0.03,-0.12,49.440,0.61,-0.02,0.35,49.440,0.62,-0.04,0.13,49.440,0.62,0.04,0.22,49.440,0.62,-0.04,-0.05,49.440,0.61,-0.02,0.17,49.440,0.62,-0.06,-0.06,49.440,0.62,0.06,-0.17,49.440,0.61,0.01,0.31,49.440,0.62,-0.04,0.08,49.440,0.62,-0.05,-0.14,49.440,0.62,0.05,0.26,49.440,0.62,-0.03,0.19
49.480,0.63,-0.04,-0.36,49.480,0.62,-0.05,-0.17,49.480,0.62,-0.04,0.17,49.480,0.62,-0.05,-0.14,49.480,0.63,0.03,-0.50,49.480,0.62,0.06,-0.06,49.480,0.63,0.03,-0.20,49.480,0.61,-6.72E-4,0.37,49.480,0.62,-0.03,0.22,49.480,0.62,0.05,0.14,49.480,0.62,-0.04,0.03,49.480,0.61,-0.02,0.19,49.480,0.62,-0.05,0.07,49.480,0.63,0.05,-0.32,49.480,0.62,0.02,0.26,49.480,0.62,-0.04,0.23,49.480,0.62,-0.06,-0.04,49.480,0.62,0.06,0.17,49.480,0.62,-0.03,0.24
49.520,0.63,-0.06,-0.30,49.520,0.62,-0.06,-0.07,49.520,0.62,-0.03,0.23,49.520,0.62,-0.05,-0.06,49.520,0.63,0.01,-0.47,49.520,0.63,0.06,-0.28,49.520,0.63,0.01,-0.31,49.520,0.61,0.01,0.35,49.520,0.62,-0.02,0.27,49.520,0.62,0.06,-0.04,49.520,0.62,-0.03,0.09,49.520,0.61,-0.01,0.31,49.520,0.62,-0.05,0.14,49.520,0.63,0.03,-0.36,49.520,0.62,0.03,0.21,49.520,0.62,-0.02,0.25,49.520,0.62,-0.05,0.05,49.520,0.62,0.06,0.05,49.520,0.62,-0.02,0.31
49.560,0.62,-0.07,-0.14,49.560,0.62,-0.06,0.03,49.560,0.61,-0.02,0.28,49.560,0.62,-0.05,0.04,49.560,0.63,-0.01,-0.38,49.560,0.63,0.04,-0.43,49.560,0.63,0.00,-0.38,49.560,0.61,0.03,0.30,49.560,0.62,-0.01,0.28,49.560,0.63,0.05,-0.18,49.560,0.62,-0.03,0.10,49.560,0.61,0.00,0.42,49.560,0.62,-0.04,0.17,49.560,0.63,0.02,-0.34,49.560,0.62,0.04,0.14,49.560,0.62,-0.01,0.14,49.560,0.62,-0.05,0.15,49.560,0.62,0.06,-0.06,49.560,0.61,0.00,0.36
49.600,0.62,-0.07,0.08,49.600,0.62,-0.05,0.12,49.600,0.61,-0.01,0.30,49.600,0.62,-0.05,0.15,49.600,0.63,-0.02,-0.35,49.600,0.63,0.02,-0.46,49.600,0.63,-0.02,-0.37,49.600,0.62,0.04,0.26,49.600,0.62,0.01,0.24,49.600,0.63,0.04,-0.25,49.600,0.62,-0.02,0.09,49.600,0.61,0.03,0.42,49.600,0.62,-0.03,0.21,49.600,0.63,0.01,-0.33,49.600,0.62,0.05,0.06,49.600,0.62,-0.01,0.04,49.600,0.62,-0.04,0.24,49.600,0.62,0.05,-0.16,49.600,0.61,0.02,0.35
49.640,0.62,-0.06,0.24,49.640,0.62,-0.05,0.21,49.640,0.61,0.01,0.30,49.640,0.62,-0.04,0.24,49.640,0.63,-0.04,-0.31,49.640,0.63,0.00,-0.35,49.640,0.63,-0.03,-0.31,49.640,0.62,0.05,0.23,49.640,0.62,0.01,0.17,49.640,0.63,0.03,-0.31,49.640,0.62,-0.02,0.10,49.640,0.62,0.04,0.33,49.640,0.62,-0.02,0.29,49.640,0.63,-0.01,-0.29,49.640,0.62,0.05,-0.03,49.640,0.62,-0.01,0.18,49.640,0.61,-0.03,0.31,49.640,0.63,0.05,-0.24,49.640,0.62,0.03,0.24
49.680,0.62,-0.05,0.30,49.680,0.61,-0.04,0.30,49.680,0.61,0.02,0.27,49.680,0.61,-0.03,0.31,49.680,0.63,-0.05,-0.21,49.680,0.63,-0.01,-0.23,49.680,0.63,-0.04,-0.21,49.680,0.62,0.06,0.18,49.680,0.62,0.02,0.13,49.680,0.63,0.01,-0.36,49.680,0.62,-0.02,0.16,49.680,0.62,0.05,0.20,49.680,0.61,-0.01,0.39,49.680,0.63,-0.02,-0.20,49.680,0.62,0.04,-0.10,49.680,0.62,0.00,0.37,49.680,0.61,-0.02,0.33,49.680,0.63,0.04,-0.31,49.680,0.62,0.04,0.12
49.720,0.61,-0.04,0.33,49.720,0.61,-0.02,0.35,49.720,0.62,0.03,0.23,49.720,0.61,-0.02,0.33,49.720,0.63,-0.05,-0.08,49.720,0.63,-0.01,-0.20,49.720,0.63,-0.05,-0.12,49.720,0.62,0.07,0.04,49.720,0.62,0.02,0.15,49.720,0.63,0.00,-0.32,49.720,0.62,-0.01,0.26,49.720,0.62,0.06,0.09,49.720,0.61,0.01,0.43,49.720,0.63,-0.03,-0.15,49.720,0.63,0.04,-0.17,49.720,0.62,0.03,0.38,49.720,0.61,0.00,0.33,49.720,0.63,0.02,-0.36,49.720,0.62,0.04,0.06
49.760,0.61,-0.03,0.37,49.760,0.61,-0.01,0.36,49.760,0.62,0.04,0.17,49.760,0.61,0.00,0.34,49.760,0.62,-0.05,-0.01,49.760,0.63,-0.02,-0.26,49.760,0.62,-0.05,-0.05,49.760,0.63,0.06,-0.16,49.760,0.62,0.03,0.17,49.760,0.63,-0.01,-0.21,49.760,0.62,0.00,0.32,49.760,0.62,0.06,-0.01,49.760,0.61,0.03,0.35,49.760,0.63,-0.03,-0.22,49.760,0.63,0.03,-0.23,49.760,0.62,0.04,0.15,49.760,0.61,0.01,0.33,49.760,0.63,0.01,-0.39,49.760,0.62,0.04,0.03
49.800,0.61,-0.01,0.40,49.800,0.61,0.01,0.35,49.800,0.62,0.04,0.10,49.800,0.61,0.01,0.34,49.800,0.62,-0.05,0.03,49.800,0.63,-0.04,-0.30,49.800,0.62,-0.05,0.01,49.800,0.63,0.05,-0.31,49.800,0.62,0.04,0.12,49.800,0.63,-0.02,-0.20,49.800,0.62,0.02,0.34,49.800,0.62,0.06,-0.11,49.800,0.62,0.04,0.19,49.800,0.63,-0.04,-0.32,49.800,0.63,0.02,-0.28,49.800,0.62,0.03,-0.08,49.800,0.61,0.02,0.33,49.800,0.63,-0.01,-0.39,49.800,0.62,0.04,0.03
49.840,0.61,0.01,0.40,49.840,0.61,0.02,0.33,49.840,0.62,0.05,0.01,49.840,0.61,0.02,0.31,49.840,0.62,-0.05,0.09,49.840,0.63,-0.05,-0.25,49.840,0.62,-0.05,0.10,49.840,0.63,0.03,-0.35,49.840,0.62,0.04,0.02,49.840,0.63,-0.03,-0.25,49.840,0.62,0.03,0.30,49.840,0.63,0.05,-0.20,49.840,0.62,0.04,0.07,49.840,0.63,-0.06,-0.27,49.840,0.63,0.01,-0.30,49.840,0.62,0.02,-0.07,49.840,0.62,0.04,0.28,49.840,0.63,-0.03,-0.35,49.840,0.62,0.04,-0.01
49.880,0.61,0.02,0.38,49.880,0.61,0.04,0.29,49.880,0.62,0.04,-0.07,49.880,0.62,0.04,0.26,49.880,0.62,-0.04,0.18,49.880,0.62,-0.06,-0.11,49.880,0.62,-0.05,0.22,49.880,0.63,0.02,-0.33,49.880,0.62,0.04,-0.09,49.880,0.63,-0.04,-0.24,49.880,0.62,0.04,0.21,49.880,0.63,0.04,-0.28,49.880,0.62,0.04,0.04,49.880,0.62,-0.07,-0.02,49.880,0.63,-0.01,-0.30,49.880,0.62,0.02,0.04,49.880,0.62,0.05,0.20,49.880,0.63,-0.04,-0.29,49.880,0.63,0.04,-0.10
49.920,0.61,0.04,0.32,49.920,0.62,0.05,0.20,49.920,0.62,0.04,-0.15,49.920,0.62,0.05,0.19,49.920,0.62,-0.04,0.25,49.920,0.62,-0.06,0.05,49.920,0.61,-0.03,0.36,49.920,0.63,0.01,-0.33,49.920,0.63,0.03,-0.18,49.920,0.62,-0.05,-0.10,49.920,0.62,0.05,0.05,49.920,0.63,0.03,-0.33,49.920,0.62,0.04,0.06,49.920,0.62,-0.06,0.23,49.920,0.63,-0.02,-0.28,49.920,0.62,0.03,0.06,49.920,0.62,0.05,0.10,49.920,0.63,-0.05,-0.20,49.920,0.63,0.03,-0.21
49.960,0.62,0.05,0.23,49.960,0.62,0.05,0.10,49.960,0.63,0.03,-0.21,49.960,0.62,0.05,0.09,49.960,0.61,-0.02,0.32,49.960,0.62,-0.05,0.18,49.960,0.61,-0.02,0.47,49.960,0.63,-0.01,-0.34,49.960,0.63,0.02,-0.24,49.960,0.62,-0.05,0.04,49.960,0.62,0.05,-0.15,49.960,0.63,0.01,-0.36,49.960,0.62,0.04,0.10,49.960,0.62,-0.04,0.35,49.960,0.63,-0.03,-0.23,49.960,0.62,0.03,-0.05,49.960,0.62,0.05,0.01,49.960,0.62,-0.06,-0.11,49.960,0.63,0.02,-0.29
50.000,0.62,0.06,0.12,50.000,0.62,0.05,0.01,50.000,0.63,0.02,-0.25,50.000,0.62,0.05,0.00,50.000,0.61,-0.01,0.35,50.000,0.62,-0.04,0.25,50.000,0.61,0.00,0.50,50.000,0.63,-0.02,-0.32,50.000,0.63,0.01,-0.27,50.000,0.62,-0.04,0.11,50.000,0.63,0.04,-0.26,50.000,0.63,0.00,-0.37,50.000,0.62,0.05,0.02,50.000,0.61,-0.03,0.37,50.000,0.63,-0.04,-0.16,50.000,0.63,0.03,-0.17,50.000,0.62,0.05,-0.08,50.000,0.62,-0.06,0.00,50.000,0.63,0.01,-0.32
50.040,0.62,0.06,0.01,50.040,0.62,0.05,-0.07,50.040,0.63,0.01,-0.28,50.040,0.62,0.05,-0.09,50.040,0.61,0.01,0.34,50.040,0.62,-0.03,0.27,50.040,0.61,0.03,0.41,50.040,0.63,-0.03,-0.30,50.040,0.63,0.00,-0.29,50.040,0.62,-0.04,0.14,50.040,0.63,0.02,-0.25,50.040,0.63,-0.02,-0.37,50.040,0.63,0.06,-0.21,50.040,0.61,-0.02,0.36,50.040,0.62,-0.04,-0.06,50.040,0.63,0.02,-0.22,50.040,0.63,0.05,-0.17,50.040,0.62,-0.06,0.11,50.040,0.63,0.00,-0.32
50.080,0.62,0.06,-0.09,50.080,0.62,0.05,-0.16,50.080,0.63,-1.29E-4,-0.30,50.080,0.63,0.05,-0.18,50.080,0.61,0.02,0.32,50.080,0.61,-0.02,0.26,50.080,0.62,0.04,0.25,50.080,0.63,-0.04,-0.28,50.080,0.63,-0.01,-0.28,50.080,0.62,-0.03,0.19,50.080,0.63,0.02,-0.21,50.080,0.63,-0.03,-0.33,50.080,0.63,0.04,-0.48,50.080,0.61,-6.72E-4,0.37,50.080,0.62,-0.04,0.04,50.080,0.63,0.01,-0.24,50.080,0.63,0.04,-0.25,50.080,0.62,-0.05,0.21,50.080,0.63,-0.02,-0.28
50.120,0.63,0.05,-0.19,50.120,0.63,0.04,-0.25,50.120,0.63,-0.01,-0.30,50.120,0.63,0.04,-0.27,50.120,0.62,0.03,0.28,50.120,0.61,-0.01,0.29,50.120,0.62,0.05,0.11,50.120,0.63,-0.05,-0.23,50.120,0.63,-0.02,-0.25,50.120,0.62,-0.02,0.25,50.120,0.63,0.01,-0.20,50.120,0.63,-0.05,-0.27,50.120,0.63,0.01,-0.54,50.120,0.61,0.01,0.35,50.120,0.62,-0.04,0.11,50.120,0.63,-2.27E-4,-0.25,50.120,0.63,0.03,-0.31,50.120,0.62,-0.04,0.30,50.120,0.63,-0.03,-0.23
